,user_id,recs
458,378,"[1005186, 866227, 860975, 933835, 1039156]"
459,1823,"[1070820, 862349, 847982, 883003, 6602697]"
460,825,"[6533889, 1058997, 1095275, 5584007, 5584027]"
461,1506,"[898980, 976998, 866140, 1043301, 1029624]"
462,123,"[1126899, 1056509, 5569374, 1005186, 1058997]"
463,414,"[1082212, 940947, 1051211, 8090521, 971922]"
464,2481,"[1082212, 1132771, 1029743, 1056509, 940947]"
465,19,"[962229, 879755, 1033615, 1070015, 844165]"
466,1556,"[1095275, 995242, 9526410, 904360, 1051516]"
467,1590,"[944836, 1070820, 985999, 6602697, 824005]"
468,582,"[862349, 5569230, 1119051, 5569471, 1024306]"
469,1466,"[1404121, 1082212, 1058997, 1122358, 1126899]"
470,1818,"[1041259, 1037863, 1133018, 883404, 878996]"
471,976,"[1005186, 1058997, 834484, 999104, 971922]"
472,164,"[1113588, 916381, 927191, 930917, 983584]"
473,88,"[1075368, 8090521, 893018, 953476, 873627]"
474,740,"[1051516, 986947, 1089392, 1024306, 1116821]"
475,1206,"[986912, 1106523, 1133018, 962229, 918335]"
476,2099,"[1026118, 6533765, 962229, 895540, 1101010]"
477,750,"[844165, 1055863, 1080414, 833723, 1057260]"
478,474,"[1053690, 1001148, 860975, 919644, 1113588]"
479,2085,"[1101010, 844165, 1110572, 962229, 879755]"
480,59,"[1056509, 957951, 1057260, 860975, 845208]"
481,2183,"[862349, 916993, 908531, 866227, 8011397]"
482,2006,"[893501, 5569471, 916993, 5584007, 5588666]"
483,2269,"[951590, 826249, 12302069, 1006184, 1082185]"
484,2441,"[908531, 1023958, 995242, 1024306, 995965]"
485,49,"[5569471, 893501, 1070820, 862349, 962229]"
486,2167,"[1106523, 933835, 1095275, 983584, 929668]"
487,1631,"[1120741, 882441, 874736, 1076875, 844165]"
488,1718,"[1070820, 1137775, 1037840, 961554, 1000753]"
489,848,"[873627, 1075368, 1022003, 1101173, 1070820]"
490,131,"[821083, 1070015, 8090537, 1082212, 1120741]"
491,46,"[890695, 1082212, 999104, 857503, 909714]"
492,817,"[1070820, 1082212, 862732, 890610, 843756]"
493,1261,"[1126310, 861445, 976998, 986912, 989101]"
494,788,"[6533765, 849843, 1108168, 1076875, 1110572]"
495,256,"[862349, 873627, 825541, 1002558, 861272]"
496,1234,"[971922, 862349, 885290, 12810393, 1062966]"
497,2447,"[868764, 1107553, 1058997, 1117514, 5584027]"
498,1844,"[1003600, 1043301, 1026118, 1037863, 895540]"
499,1317,"[1120741, 882441, 1029743, 1108168, 933835]"
500,260,"[1028816, 962229, 6534166, 1081177, 1056651]"
501,580,"[1056509, 1023958, 909894, 1077555, 9337581]"
502,1998,"[1053690, 1133018, 1015247, 874736, 908531]"
503,714,"[1058997, 1126899, 1015247, 8090537, 1131438]"
504,722,"[6533889, 1133018, 1058997, 1055853, 1126899]"
505,1218,"[1070820, 6534166, 908846, 849843, 1026118]"
506,2007,"[1106523, 961554, 849843, 6534178, 981760]"
507,218,"[1097001, 1026118, 986912, 860776, 1116821]"
508,2017,"[1126899, 983584, 1070820, 1120741, 5585735]"
509,28,"[1112238, 1005186, 940947, 903325, 8177622]"
510,1958,"[824005, 1005186, 1040807, 1071939, 1026118]"
511,2486,"[870780, 1022003, 1077555, 1070015, 1091365]"
512,1307,"[986912, 866227, 1005186, 861445, 1110572]"
513,1748,"[1085604, 947798, 1106523, 1055863, 882441]"
514,934,"[953476, 989101, 1133018, 860975, 933835]"
515,1619,"[6533889, 1075368, 1117514, 930118, 910291]"
516,493,"[873627, 1085604, 911812, 995242, 822407]"
517,879,"[903325, 1058997, 1007195, 946995, 911812]"
518,1960,"[862349, 1070820, 8090537, 6534178, 944836]"
519,2056,"[1106523, 937626, 962229, 8090521, 1106301]"
520,275,"[849843, 6533765, 1106523, 868764, 1050851]"
521,1542,"[821083, 8090521, 1056509, 1082212, 865456]"
522,1824,"[5569471, 983584, 8177622, 962229, 1106523]"
523,373,"[989101, 1015247, 986912, 1050851, 1102959]"
524,2421,"[1126899, 5569471, 1058997, 885290, 1040807]"
525,6,"[1119051, 1037863, 840361, 863447, 5569230]"
526,1636,"[1085604, 1082185, 6534178, 1029743, 995242]"
527,658,"[1070015, 885290, 1037894, 1005186, 894236]"
528,305,"[885290, 8090532, 1102959, 825541, 1101173]"
529,2019,"[1085604, 1110572, 1037840, 953476, 947798]"
530,787,"[1082212, 1039156, 894236, 999104, 862349]"
531,2368,"[1107553, 1077555, 868764, 1076875, 1056509]"
532,1768,"[6034857, 839419, 1105623, 1024306, 1110793]"
533,1483,"[5569230, 1108168, 1110572, 1070820, 874736]"
534,516,"[1110572, 1053690, 1126899, 918368, 1136257]"
535,1923,"[861272, 6534178, 847270, 1005186, 965842]"
536,503,"[1070820, 895540, 6034857, 1077555, 1005186]"
537,2233,"[1058997, 1028816, 971922, 908846, 834484]"
538,867,"[983584, 1075368, 1110572, 986912, 908531]"
539,1533,"[879755, 1070820, 986912, 1081177, 904360]"
540,630,"[862349, 1070820, 1056509, 1057260, 860776]"
541,1316,"[982790, 1022003, 962229, 925626, 5568378]"
542,1427,"[1132770, 995242, 840361, 951590, 1122358]"
543,1021,"[1122358, 1070820, 1016800, 849843, 1110572]"
544,2188,"[1101010, 1133018, 1106523, 819978, 1102949]"
545,1858,"[1058997, 870515, 1003600, 1095275, 995785]"
546,1572,"[1126899, 1058997, 896085, 1039156, 1137688]"
547,862,"[953476, 987562, 985119, 9420312, 908318]"
548,2375,"[1036501, 849843, 999104, 9527494, 899624]"
549,2091,"[933835, 1048462, 1138443, 1016800, 1043751]"
550,2387,"[885290, 896085, 1016800, 832678, 940947]"
551,1062,"[1127624, 1116578, 1048462, 962229, 1069621]"
552,1114,"[8090521, 918733, 826249, 883404, 12302069]"
553,376,"[1033615, 849843, 986912, 1076875, 1133018]"
554,1969,"[1081177, 1075470, 1065593, 1007195, 944139]"
555,317,"[983584, 951590, 1082212, 1029743, 1014948]"
556,1338,"[839849, 874736, 882441, 844165, 1092026]"
557,2025,"[861272, 940947, 6534178, 1126899, 1097001]"
558,866,"[1106523, 962229, 999971, 983584, 8090537]"
559,184,"[896085, 1075368, 824005, 6534178, 5585635]"
560,1225,"[1092026, 1065593, 1106523, 976998, 1015247]"
561,690,"[849843, 1037840, 6533765, 883404, 1118393]"
562,842,"[1005186, 1037840, 6533765, 844165, 861445]"
563,2405,"[6602697, 6533765, 1062002, 824005, 832678]"
564,2124,"[1058997, 1126899, 1062002, 6602697, 895540]"
565,1090,"[962229, 944836, 1022254, 930118, 835098]"
566,1664,"[868764, 6533889, 862349, 1070820, 826249]"
567,200,"[1037894, 1138189, 863802, 1085604, 823990]"
568,631,"[927191, 5585635, 1038217, 5584007, 5588666]"
569,1499,"[933835, 8090532, 1137688, 6534166, 908318]"
570,1353,"[1057260, 1037840, 953476, 821083, 8090521]"
571,1588,"[1095275, 1028816, 866227, 6034857, 908531]"
572,1705,"[1070015, 6602697, 1033615, 969866, 973861]"
573,222,"[5582789, 5584007, 1058997, 5585635, 5588666]"
574,1501,"[1070820, 1119051, 862349, 894236, 860776]"
575,539,"[860975, 1058997, 909894, 6534178, 1006184]"
576,2245,"[6533765, 860975, 861272, 845193, 909894]"
577,991,"[885290, 6534166, 1110843, 847270, 1028816]"
578,1831,"[1058997, 857503, 6534178, 8090532, 820165]"
579,2110,"[1026118, 1009449, 6534166, 1106523, 1102949]"
580,705,"[5587133, 1114597, 908531, 909894, 1106523]"
581,2291,"[986912, 9677202, 1138189, 1065593, 985119]"
582,518,"[1075368, 844165, 862732, 894236, 1102959]"
583,371,"[5590287, 971922, 1137688, 873627, 1003188]"
584,1381,"[1124729, 1133018, 1062002, 933637, 995876]"
585,718,"[6534166, 1092026, 1085604, 1056651, 1097001]"
586,1989,"[866227, 1005186, 820165, 870515, 1110843]"
587,761,"[1091365, 1106523, 1056509, 1133018, 12263788]"
588,1011,"[951412, 894236, 1058997, 1126899, 1053690]"
589,1722,"[1126899, 1058997, 1119051, 1051516, 1097001]"
590,1434,"[1075368, 1053690, 894236, 5588666, 1133018]"
591,1922,"[1058997, 1005186, 862349, 1126899, 5590287]"
592,510,"[862349, 1036501, 1107553, 1095275, 901062]"
593,2492,"[6533765, 933835, 1106523, 1065593, 1003188]"
594,1081,"[857849, 1056509, 8090521, 946995, 908318]"
595,929,"[1070015, 1070820, 845193, 862349, 933835]"
596,2310,"[1077975, 1070015, 885290, 909894, 1132770]"
597,1927,"[5585510, 951590, 969866, 912681, 947798]"
598,1169,"[844165, 1070015, 849843, 832678, 9526410]"
599,55,"[844165, 849843, 883932, 890610, 885290]"
600,505,"[1132770, 874972, 898068, 1082185, 6534178]"
601,1187,"[7440663, 1133018, 839147, 1048462, 913202]"
602,1274,"[1070820, 8090537, 951590, 8090521, 999104]"
603,735,"[1106523, 879755, 1110572, 866227, 949023]"
604,1229,"[1070820, 908846, 951412, 1041259, 870515]"
605,251,"[1070820, 1075368, 1040807, 5569327, 1132770]"
606,1948,"[1058997, 916993, 1065593, 1003600, 976998]"
607,2488,"[5569374, 1119051, 862349, 1058997, 933835]"
608,201,"[1108168, 5569327, 8205218, 1116821, 6034857]"
609,2108,"[999971, 5584027, 890610, 1007195, 1029743]"
610,731,"[1107553, 962229, 1091365, 908531, 1110843]"
611,1808,"[1037840, 1005186, 1110572, 894236, 1053690]"
612,297,"[1075368, 844165, 879755, 908531, 874972]"
613,908,"[1057260, 1070820, 862349, 1119051, 1051516]"
614,526,"[5569230, 1065593, 1101173, 893501, 847982]"
615,1018,"[1070820, 5569374, 1092026, 951590, 862732]"
616,615,"[866227, 1116821, 1137688, 824005, 1117514]"
617,1924,"[983584, 908531, 1076875, 1132771, 1102959]"
618,2149,"[6534166, 1106523, 1133018, 937626, 834484]"
619,2498,"[1126899, 1070820, 861272, 1053690, 1005186]"
620,2126,"[1107553, 868764, 8090532, 1028816, 6034857]"
621,748,"[1037894, 1108168, 962229, 1106523, 1133018]"
622,409,"[1070820, 862349, 8160319, 5584027, 5582789]"
623,1742,"[826249, 9420312, 944534, 1029624, 12810393]"
624,69,"[985119, 951590, 1033615, 1053763, 918733]"
625,1068,"[987562, 1015247, 985119, 986912, 844165]"
626,675,"[6533765, 1133018, 1037863, 870547, 1096036]"
627,2080,"[8090521, 1037894, 937626, 1092026, 962229]"
628,172,"[6533765, 6534178, 1053690, 1098066, 823704]"
629,2324,"[1057260, 825541, 909714, 879755, 1110572]"
630,41,"[909714, 1126899, 1058997, 1055853, 913210]"
631,1592,"[1077975, 8177622, 1091365, 1005186, 1058997]"
632,1829,"[894236, 940947, 1096317, 995242, 878996]"
633,1461,"[6533889, 6533765, 1029743, 1055863, 5569471]"
634,1563,"[894236, 1039156, 1028816, 1119051, 1057260]"
635,203,"[5569471, 1005186, 849843, 1070820, 885290]"
636,2027,"[1119051, 849843, 834484, 909894, 1070015]"
637,1369,"[1126899, 1058997, 1095275, 1119051, 866227]"
638,1161,"[1058997, 862349, 1070820, 8160319, 824005]"
639,2225,"[1126899, 8177622, 908318, 1041259, 5569471]"
640,2206,"[8160319, 1029743, 826249, 999104, 902172]"
641,2407,"[6533889, 1039156, 5569374, 826249, 5585635]"
642,1800,"[1058997, 908531, 983584, 6534178, 1057260]"
643,1023,"[6533889, 6534166, 1062002, 1077975, 872137]"
644,289,"[6533889, 1137688, 909714, 1028816, 986947]"
645,1850,"[862349, 1062002, 909714, 860776, 834484]"
646,944,"[1101010, 1132771, 6534178, 951590, 1106523]"
647,889,"[1070820, 1126899, 1039156, 1056509, 849843]"
648,898,"[1057260, 1028816, 893501, 824005, 834484]"
649,1175,"[1075368, 6534166, 6533889, 861272, 951412]"
650,312,"[1051516, 951412, 1095275, 1077555, 866227]"
651,365,"[1132771, 986912, 1023720, 1107553, 1022254]"
652,2100,"[1022003, 944534, 909894, 1133018, 1117514]"
653,795,"[844165, 1043751, 9527290, 910032, 1085604]"
654,1102,"[1023720, 12263788, 937626, 1114597, 893018]"
655,1879,"[1077975, 951590, 933835, 976998, 1132771]"
656,2224,"[868764, 862349, 860975, 1070820, 1052912]"
657,1521,"[883932, 919644, 1113588, 819978, 1039156]"
658,2328,"[861445, 944836, 908318, 1106523, 1127831]"
659,1845,"[1126899, 1119051, 1127831, 976199, 1003188]"
660,2115,"[1070820, 5569471, 933835, 862349, 6534178]"
661,398,"[1053690, 1092026, 870780, 1085604, 9526410]"
662,513,"[5569471, 1018740, 1132771, 821083, 986912]"
663,2451,"[1051516, 1058997, 1126899, 1022254, 8177622]"
664,482,"[844165, 879755, 951590, 5585510, 1062966]"
665,1306,"[1005186, 951590, 866140, 1134522, 1096317]"
666,786,"[5569230, 986912, 933835, 1106523, 1133018]"
667,1272,"[868764, 821083, 1005186, 6602697, 1039156]"
668,1975,"[849843, 883003, 970119, 971922, 951590]"
669,941,"[861272, 1095275, 1005186, 893501, 916381]"
670,2427,"[1058997, 908318, 8090532, 986912, 866227]"
671,2259,"[1033615, 7441391, 1082185, 6534178, 1029743]"
672,1645,"[921744, 976998, 951412, 1108168, 820165]"
673,1970,"[1033615, 1113588, 999971, 8090521, 1110572]"
674,1146,"[1033615, 1039156, 1005186, 985119, 866227]"
675,1982,"[6533889, 5582789, 5585635, 1058997, 5590287]"
676,1600,"[894236, 6534178, 1039156, 1023958, 969866]"
677,1807,"[1126899, 1058997, 1062002, 951412, 916993]"
678,214,"[901062, 944836, 1055853, 1005186, 999104]"
679,986,"[849843, 5569845, 1029624, 1092026, 8090521]"
680,1595,"[971922, 860975, 1137775, 1095275, 5568378]"
681,2266,"[862349, 1028816, 916993, 900802, 1107553]"
682,1849,"[1005186, 1056509, 1074524, 1091365, 995242]"
683,1191,"[999104, 5569230, 1110572, 1041259, 890695]"
684,1612,"[1126899, 1058997, 1070820, 901062, 885290]"
685,328,"[885290, 1070820, 1028816, 821083, 933835]"
686,2082,"[909714, 1117514, 995242, 865456, 1053690]"
687,349,"[1126899, 1043751, 5569471, 1106523, 5569374]"
688,374,"[879755, 901062, 1037840, 993638, 1137688]"
689,1835,"[933835, 1005186, 986947, 1024306, 1074524]"
690,1080,"[949023, 8090537, 1056509, 868764, 1106523]"
691,1304,"[873627, 1055863, 860975, 1023958, 1026118]"
692,636,"[1015247, 1051516, 912681, 927191, 5592931]"
693,2062,"[1070015, 1026118, 857849, 6533765, 1106301]"
694,1256,"[1137688, 986912, 1022254, 1091365, 1077975]"
695,1981,"[1126899, 1082212, 1095275, 1037863, 1014948]"
696,56,"[1058997, 1056651, 940947, 832678, 1101010]"
697,1138,"[1120741, 844165, 882441, 1053690, 1022053]"
698,1158,"[916767, 862349, 928049, 8090521, 1024306]"
699,2400,"[6534166, 6533765, 1070015, 947798, 860975]"
700,864,"[1101010, 8090521, 883404, 927191, 1029743]"
701,1223,"[1053690, 8090521, 5569230, 1001148, 1070015]"
702,644,"[1077975, 821083, 6534166, 5569471, 6533889]"
703,1428,"[833025, 1003188, 8090532, 879755, 976199]"
704,964,"[8090537, 879755, 1106523, 8090521, 883404]"
705,875,"[1126899, 1058997, 5569471, 5584007, 1015247]"
706,983,"[1095275, 8090521, 5569471, 1075368, 834117]"
707,2478,"[1005186, 1137775, 944836, 861272, 849843]"
708,989,"[879755, 1037894, 909894, 1122358, 986912]"
709,1390,"[5569230, 849843, 847789, 1132771, 1082212]"
710,766,"[862349, 901062, 1051516, 868764, 1055853]"
711,1936,"[1085604, 861445, 866227, 1005186, 8160319]"
712,1798,"[5569471, 901062, 1028816, 5588666, 1116821]"
713,1356,"[862349, 1070820, 935284, 5569230, 847789]"
714,1732,"[1095275, 873627, 860975, 933835, 909714]"
715,1359,"[1075368, 849843, 1070820, 1037840, 9420312]"
716,334,"[861445, 870780, 1080414, 1005186, 847982]"
717,953,"[1119051, 849843, 989101, 6034857, 5584027]"
718,1514,"[1126899, 1058997, 995965, 1006184, 868764]"
719,633,"[9677202, 8090537, 1075368, 6534178, 12302069]"
720,209,"[6533765, 849843, 860975, 957951, 983584]"
721,127,"[1075368, 1005186, 940947, 1026118, 6534178]"
722,221,"[1133018, 849843, 1137775, 1043751, 1018740]"
723,998,"[8090521, 1037840, 1085604, 962229, 8090537]"
724,2376,"[1091365, 1005186, 1110843, 862349, 6534178]"
725,230,"[8090532, 1107553, 8090537, 913210, 1029743]"
726,412,"[1005186, 866227, 986912, 1095275, 860975]"
727,1290,"[969866, 939636, 1133018, 987562, 1013321]"
728,709,"[1085604, 879755, 1075368, 1120741, 1119051]"
729,2217,"[862349, 1026118, 916993, 1022254, 908846]"
730,967,"[1110572, 1056509, 5590287, 896085, 879755]"
731,2011,"[894236, 893501, 1091365, 961554, 1006184]"
732,468,"[1033615, 985119, 1055863, 883404, 839147]"
733,911,"[927191, 901062, 820165, 1058997, 1003600]"
734,1419,"[1085604, 1110572, 1070015, 894236, 1133018]"
735,294,"[866227, 873627, 983584, 908531, 834117]"
736,1190,"[8090537, 1037840, 6534178, 8090521, 1127179]"
737,2343,"[1092026, 895540, 6534178, 819978, 849843]"
738,605,"[1003600, 1058997, 1096317, 890695, 1003188]"
739,2168,"[8090521, 916381, 1085604, 861445, 999971]"
740,2243,"[971922, 976998, 849843, 900802, 839419]"
741,2005,"[895540, 951590, 878302, 999104, 844165]"
742,2418,"[951590, 1005186, 868764, 1029743, 1022003]"
743,2087,"[916993, 860975, 1137688, 1085604, 1075368]"
744,1672,"[985119, 1033615, 1076875, 1113588, 1070015]"
745,346,"[1101010, 1037863, 849843, 819978, 835098]"
746,1346,"[1127831, 866211, 866227, 1055863, 1082212]"
747,1076,"[8090521, 1075368, 873627, 908318, 1122358]"
748,2049,"[1056509, 1057260, 999104, 976199, 1101173]"
749,302,"[5569327, 1102959, 1070820, 9526410, 995965]"
750,462,"[1024306, 908531, 995242, 1007195, 862349]"
751,1296,"[1005186, 832678, 951590, 885290, 878996]"
752,2064,"[1056651, 1095275, 894236, 1028816, 1005186]"
753,307,"[916767, 1039156, 839849, 993638, 989101]"
754,968,"[1075368, 916767, 1095275, 1036501, 983584]"
755,85,"[1075368, 986912, 1005186, 1095275, 826249]"
756,937,"[1126899, 1058997, 909894, 961554, 904360]"
757,2453,"[1095275, 1026118, 1070820, 1036501, 9677202]"
758,2114,"[986912, 885290, 1005186, 1119051, 933835]"
759,726,"[995965, 951412, 933835, 870515, 981944]"
760,2349,"[1070820, 5585635, 5584007, 5585735, 5584027]"
761,2438,"[5703832, 1107553, 861272, 908846, 949616]"
762,1507,"[879755, 844165, 1107553, 868764, 1122358]"
763,2008,"[1126899, 885290, 834117, 1058997, 908318]"
764,2455,"[5569471, 1137775, 1029743, 5569374, 883404]"
765,720,"[909714, 968215, 863447, 1007195, 933637]"
766,1230,"[1095275, 1119051, 839849, 1106523, 937626]"
767,400,"[6533889, 1029743, 1057260, 1056509, 6534166]"
768,1569,"[905539, 985119, 820165, 1062966, 844165]"
769,2466,"[824555, 885290, 862139, 1132771, 1053763]"
770,97,"[1075368, 995242, 926905, 1114597, 962229]"
771,1337,"[862349, 962229, 983584, 952317, 5569230]"
772,637,"[926905, 1037840, 1085604, 1131438, 834484]"
773,2416,"[1058997, 9677202, 1126899, 873627, 874972]"
774,2448,"[1106523, 1133018, 951590, 993638, 12263788]"
775,2133,"[1126899, 1058997, 832678, 840361, 1023958]"
776,575,"[862349, 1126310, 1005186, 1022872, 927191]"
777,2374,"[1070820, 862349, 1023958, 821083, 6534166]"
778,2207,"[986912, 885290, 861445, 1124729, 999104]"
779,2203,"[908846, 894236, 1029743, 913210, 951412]"
780,282,"[1056651, 5569374, 970030, 1014948, 824005]"
781,290,"[962229, 1108168, 1080414, 1065593, 947798]"
782,1409,"[908531, 1133018, 1022003, 885290, 834484]"
783,1826,"[1022003, 908531, 933835, 1029743, 995242]"
784,2163,"[862349, 5569471, 8090532, 970119, 908531]"
785,1354,"[1003600, 1005186, 995242, 9526410, 1110843]"
786,450,"[1038217, 1005186, 905539, 878996, 995242]"
787,520,"[8090537, 7167218, 1048462, 895540, 1101010]"
788,1351,"[860975, 1133018, 1015247, 1106523, 896369]"
789,1622,"[1062002, 5585510, 8090532, 847789, 5582789]"
790,1106,"[1057260, 1056651, 868764, 5585510, 976199]"
791,1135,"[831536, 1101173, 1015247, 1029743, 893018]"
792,362,"[866227, 986912, 923746, 6534166, 1127831]"
793,1293,"[999971, 1001148, 882441, 986947, 861272]"
794,2431,"[905539, 849843, 999971, 993638, 857849]"
795,1710,"[5585635, 5590287, 5584007, 1058997, 1028816]"
796,1940,"[1028816, 861272, 1096317, 860776, 1024306]"
797,1939,"[896085, 926905, 833025, 859075, 910032]"
798,979,"[989101, 986947, 860975, 944836, 885290]"
799,1608,"[839849, 5585635, 5584027, 5590287, 860776]"
800,947,"[866227, 1101010, 1039156, 883003, 1133018]"
801,1953,"[1119051, 986912, 1057260, 951412, 870515]"
802,110,"[860975, 885290, 1133018, 951590, 927191]"
803,893,"[872137, 1106523, 929668, 1119879, 844165]"
804,1421,"[1053690, 8090521, 962229, 5569230, 1092026]"
805,1440,"[844165, 1092026, 999971, 1132770, 874736]"
806,1094,"[983584, 933835, 951590, 1036501, 1075368]"
807,674,"[844165, 1070015, 1048462, 940766, 5569327]"
808,157,"[962229, 1058997, 1126899, 838186, 1023958]"
809,2105,"[1005186, 999971, 1106523, 1133018, 1058779]"
810,1623,"[6533765, 6534166, 882441, 9526410, 999971]"
811,2204,"[6533765, 951590, 1026118, 989101, 5592931]"
812,2439,"[1058997, 908531, 983584, 1126899, 1037863]"
813,1314,"[1070015, 6534178, 1029743, 868764, 1075368]"
814,1778,"[6534178, 885290, 951590, 938566, 865528]"
815,1012,"[1070820, 1005186, 862349, 986912, 1091365]"
816,224,"[5569230, 1037840, 5592931, 1106523, 1015247]"
817,2156,"[1122358, 1003600, 1058997, 861272, 8090537]"
818,951,"[1116821, 1056651, 940947, 1117514, 962229]"
819,92,"[1095275, 834484, 825541, 860776, 994928]"
820,826,"[6533765, 951590, 1082185, 995242, 6534178]"
821,2449,"[1058997, 872137, 861272, 824005, 1126899]"
822,1543,"[1053690, 845208, 953476, 1074524, 905539]"
823,1663,"[6534178, 1070820, 1128665, 1124729, 839147]"
824,1352,"[900802, 6534178, 951412, 1077975, 908846]"
825,2458,"[1058997, 901062, 861272, 8090509, 1003600]"
826,1490,"[976998, 969866, 953476, 939636, 930118]"
827,743,"[1070820, 1122358, 1053763, 989075, 1056651]"
828,2262,"[862349, 1122358, 1023958, 1062002, 861272]"
829,521,"[908846, 1053690, 885290, 1024306, 1127831]"
830,2296,"[1070015, 933835, 913210, 900802, 1029743]"
831,367,"[1070820, 839849, 862349, 8160319, 961554]"
832,567,"[1070015, 986912, 1076875, 1080414, 6533765]"
833,1943,"[6533765, 983584, 1053763, 8205218, 989075]"
834,906,"[6533889, 6773204, 1058997, 1039156, 1005186]"
835,1008,"[849843, 1037894, 976998, 879755, 863802]"
836,1492,"[901062, 1095275, 1102959, 847982, 866227]"
837,1843,"[862349, 909894, 860975, 1112238, 951590]"
838,99,"[5582789, 916767, 839849, 821083, 909714]"
839,1988,"[1106523, 8090537, 946995, 903325, 6534178]"
840,2170,"[1037840, 844165, 1092026, 8090537, 8090521]"
841,1754,"[6533765, 1039156, 5585510, 909894, 1053690]"
842,755,"[6534178, 1091365, 1005186, 862349, 916993]"
843,653,"[1037840, 1056509, 868764, 839849, 1095275]"
844,1019,"[1028816, 825541, 962229, 986912, 849843]"
845,577,"[1056509, 951590, 999104, 1101173, 1070820]"
846,1545,"[1106523, 1082212, 8090521, 1131438, 933637]"
847,2109,"[1033615, 9527494, 985119, 893018, 981760]"
848,2271,"[1058997, 909894, 995242, 993638, 1023958]"
849,114,"[989101, 1029743, 873627, 861272, 1082212]"
850,1971,"[1082212, 1070820, 6534178, 1058997, 9526411]"
851,1911,"[1058997, 5584007, 5585727, 5584027, 849843]"
852,913,"[1070820, 1029624, 1062002, 999104, 5569230]"
853,914,"[1110843, 1005186, 986912, 821083, 979707]"
854,1987,"[1082185, 6534178, 1029743, 995242, 1106523]"
855,22,"[1070820, 995965, 944836, 883003, 1082185]"
856,78,"[849843, 8205218, 9420312, 896369, 1003188]"
857,2142,"[5568729, 913210, 5585510, 856772, 1022003]"
858,2137,"[6534166, 860975, 909894, 5585510, 994928]"
859,542,"[844165, 849843, 1106523, 1075368, 1133018]"
860,692,"[894236, 862349, 1119051, 840361, 976998]"
861,1876,"[856772, 1082185, 6534178, 1029743, 995242]"
862,562,"[832678, 957951, 989101, 1110843, 965842]"
863,57,"[878302, 879755, 1133018, 910291, 986912]"
864,752,"[986912, 1005186, 933835, 908846, 1003600]"
865,1774,"[8090537, 861272, 8090521, 990797, 902172]"
866,2094,"[916993, 862349, 1057260, 1070820, 1052912]"
867,806,"[1082212, 5590287, 5584027, 5585635, 5569471]"
868,2342,"[5587133, 901062, 6534178, 1016800, 1095275]"
869,673,"[1033615, 951590, 1005186, 999104, 1070015]"
870,1686,"[1005186, 1022003, 986912, 1110843, 883404]"
871,789,"[883003, 1101010, 1018740, 1096036, 976199]"
872,2336,"[1055863, 862139, 833025, 987724, 861272]"
873,1685,"[1091365, 1110843, 866227, 5585735, 5569471]"
874,533,"[1065593, 1038217, 1001148, 1015247, 857849]"
875,1121,"[862349, 1070820, 962229, 916993, 9526410]"
876,936,"[962229, 1005186, 879755, 908531, 861445]"
877,1577,"[5569327, 999971, 8090532, 1029743, 1030819]"
878,2366,"[929668, 1095275, 995242, 921744, 5569845]"
879,632,"[1057260, 1070820, 916122, 1029743, 985999]"
880,458,"[1058997, 1023958, 849843, 916993, 1126899]"
881,2446,"[6533889, 962229, 1404121, 1126899, 1426702]"
882,193,"[983584, 8090537, 944139, 6534178, 6533765]"
883,1450,"[6533765, 849843, 1124729, 1096036, 893018]"
884,2389,"[1105623, 1080414, 1051069, 904360, 910291]"
885,1709,"[1080414, 908531, 5569374, 5569471, 1110793]"
886,1471,"[913210, 1091365, 1039156, 6534178, 879755]"
887,80,"[1023958, 969866, 1039156, 878996, 849843]"
888,1760,"[860975, 1075368, 976998, 870780, 1113588]"
889,1481,"[885290, 6533765, 861272, 951590, 1053763]"
890,361,"[1056509, 1057260, 1101010, 1082212, 9527290]"
891,813,"[1050851, 883932, 903325, 874972, 6034857]"
892,1082,"[1113588, 1133018, 908531, 1132770, 953476]"
893,31,"[1057260, 1040807, 1058997, 1126899, 971922]"
894,2226,"[1056509, 1126899, 896085, 1085604, 866227]"
895,961,"[1085604, 986912, 861445, 1070820, 879755]"
896,479,"[1085604, 1037840, 861445, 962229, 1057260]"
897,960,"[1126899, 1070820, 870780, 862349, 1058997]"
898,2337,"[1120741, 879755, 1065593, 861445, 844165]"
899,1336,"[926905, 847982, 833025, 1016800, 979707]"
900,1797,"[862349, 940947, 951412, 1003600, 866227]"
901,1591,"[1070820, 6534166, 916993, 862349, 896085]"
902,2470,"[1039156, 821083, 910291, 883932, 12263788]"
903,654,"[1077555, 976998, 1005186, 883932, 1065593]"
904,1154,"[1053690, 849843, 1106523, 908531, 874736]"
905,2029,"[962229, 1056651, 1028816, 989101, 873627]"
906,1266,"[1124729, 6602697, 831536, 1080414, 839147]"
907,647,"[951590, 9527494, 8090537, 1043751, 1095275]"
908,1513,"[940947, 1085604, 854852, 1091365, 890695]"
909,799,"[1126899, 1058997, 970119, 860975, 1050851]"
910,985,"[901062, 1058997, 1040807, 908846, 900802]"
911,158,"[862349, 909894, 1051516, 12263788, 933637]"
912,2465,"[986912, 856252, 1052912, 969866, 839849]"
913,730,"[1058997, 1126899, 909894, 1122358, 1023958]"
914,240,"[926905, 1106523, 826249, 883404, 1082185]"
915,824,"[962229, 1091365, 1106301, 1106523, 1095275]"
916,2131,"[861445, 993638, 1022254, 995965, 832678]"
